id,name,height,weight,type1,type2,smallImageUrl,largeImageUrl,generation
232,donphan,11,1200,ground,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,2
233,porygon2,6,325,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png,2
234,stantler,14,712,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png,2
235,smeargle,12,580,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,2
236,tyrogue,7,210,fighting,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,2
237,hitmontop,14,480,fighting,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,2
238,smoochum,4,60,ice,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,2
239,elekid,6,235,electric,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,2
240,magby,7,214,fire,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,2
241,miltank,12,755,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,2
242,blissey,15,468,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,2
243,raikou,19,1780,electric,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,2
244,entei,21,1980,fire,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,2
245,suicune,20,1870,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,2
246,larvitar,6,720,rock,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,2
247,pupitar,12,1520,rock,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,2
248,tyranitar,20,2020,rock,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,2
249,lugia,52,2160,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,2
250,ho-oh,38,1990,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,2
251,celebi,6,50,psychic,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,2
252,treecko,5,50,grass,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,3
253,grovyle,9,216,grass,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,3
254,sceptile,17,522,grass,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,3
255,torchic,4,25,fire,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,3
256,combusken,9,195,fire,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,3
257,blaziken,19,520,fire,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,3
258,mudkip,4,76,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,3
259,marshtomp,7,280,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,3
260,swampert,15,819,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,3
261,poochyena,5,136,dark,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,3
262,mightyena,10,370,dark,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,3
263,zigzagoon,4,175,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,3
264,linoone,5,325,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,3
265,wurmple,3,36,bug,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,3
266,silcoon,6,100,bug,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,3
267,beautifly,10,284,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,3
268,cascoon,7,115,bug,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,3
269,dustox,12,316,bug,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,3
270,lotad,5,26,water,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,3
271,lombre,12,325,water,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,3
272,ludicolo,15,550,water,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,3
273,seedot,5,40,grass,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,3
274,nuzleaf,10,280,grass,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,3
275,shiftry,13,596,grass,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,3
276,taillow,3,23,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,3
277,swellow,7,198,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,3
278,wingull,6,95,water,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,3
279,pelipper,12,280,water,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,3
280,ralts,4,66,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,3
281,kirlia,8,202,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,3
282,gardevoir,16,484,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,3
283,surskit,5,17,bug,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,3
284,masquerain,8,36,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,3
285,shroomish,4,45,grass,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,3
286,breloom,12,392,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,3
287,slakoth,8,240,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,3
288,vigoroth,14,465,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,3
289,slaking,20,1305,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,3
290,nincada,5,55,bug,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,3
291,ninjask,8,120,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,3
292,shedinja,8,12,bug,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,3
293,whismur,6,163,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,3
294,loudred,10,405,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,3
295,exploud,15,840,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,3
296,makuhita,10,864,fighting,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,3
297,hariyama,23,2538,fighting,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,3
298,azurill,2,20,normal,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,3
299,nosepass,10,970,rock,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,3
300,skitty,6,110,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,3
301,delcatty,11,326,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,3
302,sableye,5,110,dark,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,3
303,mawile,6,115,steel,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,3
304,aron,4,600,steel,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,3
305,lairon,9,1200,steel,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,3
306,aggron,21,3600,steel,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,3
307,meditite,6,112,fighting,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,3
308,medicham,13,315,fighting,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,3
309,electrike,6,152,electric,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,3
310,manectric,15,402,electric,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,3
311,plusle,4,42,electric,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,3
312,minun,4,42,electric,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,3
313,volbeat,7,177,bug,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,3
314,illumise,6,177,bug,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,3
315,roselia,3,20,grass,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,3
316,gulpin,4,103,poison,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,3
317,swalot,17,800,poison,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,3
318,carvanha,8,208,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,3
319,sharpedo,18,888,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,3
320,wailmer,20,1300,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,3
321,wailord,145,3980,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,3
322,numel,7,240,fire,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,3
323,camerupt,19,2200,fire,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,3
324,torkoal,5,804,fire,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,3
325,spoink,7,306,psychic,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,3
326,grumpig,9,715,psychic,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,3
327,spinda,11,50,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,3
328,trapinch,7,150,ground,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,3
329,vibrava,11,153,ground,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,3
330,flygon,20,820,ground,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,3
331,cacnea,4,513,grass,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,3
332,cacturne,13,774,grass,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,3
333,swablu,4,12,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,3
334,altaria,11,206,dragon,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,3
335,zangoose,13,403,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,3
336,seviper,27,525,poison,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,3
337,lunatone,10,1680,rock,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,3
338,solrock,12,1540,rock,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,3
339,barboach,4,19,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,3
340,whiscash,9,236,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,3
341,corphish,6,115,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,3
342,crawdaunt,11,328,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,3
343,baltoy,5,215,ground,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,3
344,claydol,15,1080,ground,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,3
345,lileep,10,238,rock,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,3
346,cradily,15,604,rock,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,3
347,anorith,7,125,rock,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,3
348,armaldo,15,682,rock,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,3
349,feebas,6,74,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,3
350,milotic,62,1620,water,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,3
351,castform,3,8,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,3
352,kecleon,10,220,normal,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,3
353,shuppet,6,23,ghost,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,3
354,banette,11,125,ghost,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,3
355,duskull,8,150,ghost,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,3
356,dusclops,16,306,ghost,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,3
357,tropius,20,1000,grass,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,3
358,chimecho,6,10,psychic,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,3
359,absol,12,470,dark,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,3
360,wynaut,6,140,psychic,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,3
361,snorunt,7,168,ice,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,3
362,glalie,15,2565,ice,none,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,3
